"id";"code";"d1";"d2";"d3";"d4";"d5";"d6";"d7";"d8"
224;"铭源医疗";"507.1510";"-1056.7050";"21.7900";"-111.6460";"42.7140";"49.6620";"66.5310";"122.4380"
225;"新世纪集团";"148.6110";"67.4640";"76.4820";"52.0200";"-32.3760";"-48.6850";"98.8300";"44.7200"
226;"中策集团";"437.1990";"-113.5200";"-436.8700";"126.1930";"-356.8250";"376.9940";"584.1480";"796.7800"
227;"香港生力啤";"-5.5410";"12.4800";"-4.5420";"8.6540";"-0.6110";"-16.0740";"-14.6410";"35.3230"
228;"安全货仓";"471.2130";"208.9650";"845.7190";"269.6300";"146.0510";"153.6080";"599.2700";"174.6810"
229;"长兴国际";"-51.4330";"-138.9780";"-78.7990";"-80.4090";"-38.6660";"-75.5750";"-34.6330";"-33.7850"
230;"白花油";"13.9490";"102.5890";"50.2000";"61.1990";"5.2240";"61.0140";"146.4650";"32.0390"
231;"利基控股";"231.2720";"184.2300";"80.9260";"150.5060";"56.4600";"94.3070";"39.1390";"55.2030"
232;"阿里健康";"-106.9740";"-90.9110";"-207.6260";"-102.3980";"-100.4810";"-191.6080";"-81.2210";"-33.7550"
233;"信德集团";"306.9330";"1450.1600";"699.3110";"-587.1370";"-53.0270";"744.6700";"387.1900";"4452.9090"
234;"品质国际";"-211.4230";"-208.0630";"5.5760";"-55.1500";"55.3440";"-10.9910";"-46.7360";"-6.7240"
235;"先施";"-92.6140";"-90.4970";"-53.0310";"-55.1420";"-181.7960";"-92.5020";"-122.5670";"-69.0820"
236;"中国民生金融";"176.3610";"192.0330";"115.0260";"36.9330";"-28.5800";"12.2880";"-8.6710";"-30.1440"
237;"瑞金矿业";"-28.7200";"-464.9940";"-256.7920";"52.9430";"48.4630";"-601.8650";"-1866.8940";"-758.3600"
238;"尖沙咀置业";"7328.0051";"5401.1275";"3848.2824";"3622.1743";"1977.7184";"1762.6341";"4747.1695";"1883.4410"
239;"香港通讯国际控股";"5.5580";"-4.4270";"-3.6110";"3.1530";"-22.2820";"0.5210";"-3.6600";"-4.8650"
240;"中国数码信息";"393.5600";"11.3850";"9.0200";"49.1430";"9.1810";"47.8700";"7.8010";"-115.3630"
241;"爪哇控股";"82.0840";"267.3260";"684.2890";"793.9150";"255.6550";"1435.9320";"273.9160";"684.4620"
242;"华信地产财务";"65.6606";"39.5079";"95.8074";"30.1190";"37.1690";"28.6578";"161.3117";"154.8012"
243;"顺豪控股";"142.4330";"407.2500";"119.3320";"193.9450";"73.2840";"85.4030";"31.5840";"344.8110"
244;"国家联合资源";"-64.4130";"-25.5890";"-68.6470";"-412.0030";"8.6510";"31.9450";"-412.9750";"-0.9720"
245;"龙记集团";"123.8650";"278.2760";"151.3370";"191.7310";"75.7090";"125.6320";"65.2400";"137.8370"
246;"冠城钟錶珠宝";"167.1000";"1170.4840";"27.6150";"124.2940";"36.7030";"307.6750";"209.1690";"132.0050"
247;"中国光大国际";"2200.9000";"3509.9900";"1795.5680";"2784.8630";"2084.8880";"1208.9120";"1000.1550";"1703.1470"
248;"汤臣集团";"227.2410";"1255.4860";"483.4740";"876.2560";"219.7750";"534.0740";"238.1480";"95.9850"
249;"亿都(国际控股)";"120.5980";"76.2390";"442.4080";"201.0040";"366.4440";"73.0870";"208.5490";"63.6140"
250;"幸福控股";"-104.5500";"-302.6430";"-120.3350";"-259.7110";"-68.3190";"-294.9680";"-182.9890";"-82.1350"
251;"中建置地";"-33.0000";"-149.0000";"-150.0000";"-198.0000";"-32.0000";"-74.0000";"-35.0000";"-53.0000"
252;"迪臣发展国际";"47.7760";"32.6050";"1.2170";"144.9340";"140.9980";"94.4760";"4.1920";"6.8300"
253;"高富集团控股";"-333.5820";"-566.8260";"-581.9390";"-824.8110";"446.1790";"-993.1060";"180.8560";"1073.7090"
254;"中玺国际";"-8.8690";"-10.6210";"-14.2250";"-10.7950";"-11.4520";"-28.0520";"-16.8150";"-25.7800"
255;"东胜旅游";"-22.1220";"-46.8460";"-191.8160";"-19.8030";"-17.7550";"1.3690";"0.7330";"1.0290"
256;"天德地产";"108.1260";"-71.6960";"-90.6120";"52.5460";"438.9660";"114.7880";"679.9950";"209.9090"
257;"中信股份";"30668.0000";"32234.0000";"43902.0000";"43146.0000";"20182.0000";"41812.0000";"37685.0000";"39834.0000"
258;"金蝶国际（一千）";"169.7770";"106.4350";"310.0040";"288.2300";"105.7660";"134.8340";"91.5970";"197.0480"
259;"中国资源交通";"-1284.9310";"-599.7330";"-469.7980";"-1676.2020";"-3456.0080";"-762.6110";"-1765.9000";"-676.7190"
260;"粤海投资";"2671.8540";"5685.3710";"3785.8560";"4212.0370";"2275.1040";"3905.2770";"2221.3010";"4397.1300"
261;"亚证地产";"78.1570";"169.1650";"115.5220";"61.7620";"-10.5460";"195.7180";"122.4390";"247.2030"
262;"瑞安房地产";"1225.0000";"898.0000";"1669.0000";"768.0000";"1088.0000";"788.0000";"1195.0000";"1778.0000"
263;"茂宸集团";"135.4310";"-25.1560";"-472.0220";"-53.1600";"-626.2560";"357.1480";"554.1620";"744.1300"
264;"中富资源";"-14.5010";"-15.8490";"-12.0140";"-63.6330";"-34.4600";"-27.1810";"-23.0200";"-601.9870"
265;"凯华集团";"-502.8390";"1456.1930";"-143.3750";"1220.2210";"-135.7740";"2.0280";"-75.3250";"-65.2490"
266;"蒙古能源";"-159.9380";"-204.8470";"-197.8930";"-155.4440";"116.5640";"-553.4550";"-6868.0300";"-457.7670"
267;"太兴置业";"110.2550";"-29.3120";"49.0440";"49.6220";"266.7430";"-58.0720";"-6.3310";"103.3720"
268;"华厦置业";"258.9460";"90.1209";"65.3845";"77.3477";"26.8889";"62.6041";"78.4469";"22.8353"
269;"民众金融科技";"269.8940";"231.1450";"-620.9960";"418.2080";"246.2100";"-152.1780";"533.0250";"477.3360"
270;"景福集团";"-22.7370";"-14.5730";"-119.1720";"-85.9870";"-54.2350";"-149.2510";"-59.9300";"-92.7110"
271;"川河集团";"152.8240";"281.1420";"267.9170";"305.5860";"109.9640";"174.1260";"85.0910";"192.5780"
272;"壹传媒";"-475.9910";"-171.0100";"-392.7770";"-147.4760";"-324.6880";"-123.4790";"164.3000";"104.3000"
273;"比亚迪电子";"1134.6530";"2584.8680";"1322.1590";"1233.4910";"603.8060";"908.1450";"455.9630";"901.6970"
274;"同佳健康";"7.3270";"1.4220";"6.1070";"42.0960";"34.0090";"33.8730";"8.5510";"27.5050"
275;"永发置业";"361.1861";"137.0490";"50.9487";"11.8590";"3.7228";"30.7930";"73.1415";"36.2610"
276;"万洲国际";"514.0000";"1133.0000";"557.0000";"1036.0000";"551.0000";"786.0000";"303.0000";"-263.0000"
277;"永安国际";"804.4040";"1234.0180";"2657.1890";"986.7690";"430.2800";"1068.5140";"499.0920";"1274.5070"
278;"中国富强金融";"-65.4500";"30.9070";"67.1300";"-8.5610";"-42.3010";"-11.5510";"-156.7320";"-32.9170"
279;"华润啤酒";"1508.0000";"1175.0000";"1170.0000";"629.0000";"-4118.0000";"605.0000";"-161.0000";"-4327.0000"
280;"泛海酒店";"171.8300";"432.8490";"208.8610";"191.9850";"250.6120";"153.4520";"348.9650";"120.0610"
281;"国泰航空";"-263.0000";"-1259.0000";"-2051.0000";"-575.0000";"353.0000";"6000.0000";"1972.0000";"3150.0000"
282;"长江制衣";"36.5580";"-2.1480";"30.3800";"9.3300";"-19.3200";"4.4130";"-23.2410";"-7.7740"
283;"江山控股";"14.8890";"63.9870";"54.7010";"119.0200";"-124.3930";"-98.9940";"3.2220";"11.6670"
284;"英皇娱乐酒店";"393.5740";"118.6090";"346.4900";"105.1450";"111.5460";"256.2240";"504.2770";"263.7220"
285;"中化化肥";"314.9230";"-2207.5040";"12.9900";"-119.8749";"-223.9424";"-4635.8850";"-432.1340";"220.8550"
286;"庄士中国";"279.8820";"96.4250";"1451.9770";"85.0060";"87.6540";"65.3860";"94.4910";"77.0990"
287;"新体育";"114.7880";"208.2620";"87.9400";"-861.5820";"-186.2770";"-76.4010";"-56.7990";"-199.1190"
288;"昆明机床";"-118.0086";"-154.6665";"-55.9683";"-297.2129";"-349.6932";"-58.9506";"-163.0494";"-108.9226"
289;"伟易达集团";"206.3000";"103.6000";"179.0000";"71.4000";"181.4000";"100.1000";"198.1000";"102.7000"
290;"五菱汽车";"46.3440";"173.1580";"66.2170";"76.1030";"140.4620";"82.2120";"49.4430";"28.6010"
291;"冠忠巴士集团";"275.6940";"206.4390";"111.9110";"363.9090";"282.4720";"124.7480";"382.9710";"80.0180"
292;"优派能源发展";"-361.3940";"-495.6980";"-111.2040";"-98.6170";"-43.3150";"-47.7860";"-34.1590";"-91.3570"
293;"香港中旅";"379.1730";"1147.8430";"352.0530";"374.5460";"1352.7500";"270.0430";"937.4870";"1738.8840"
294;"新华通讯频媒";"-39.9640";"-7.7750";"-18.0330";"-1.6180";"-60.2480";"-2.8010";"-1.6220";"-0.5350"
295;"嘉进投资国际";"-39.1320";"-14.2470";"0.1600";"-43.2970";"-34.0380";"17.1260";"117.9430";"-15.8150"
296;"联泰控股";"9.0380";"21.9050";"9.0350";"8.3620";"18.4720";"12.7690";"7.3580";"21.5740"
297;"岁宝百货";"14.8910";"45.6100";"40.7060";"60.4940";"40.0590";"50.2190";"27.5030";"32.7740"
298;"裕田中国";"-391.6300";"-324.5540";"-145.5180";"-76.8000";"-207.5650";"-340.2090";"-99.5940";"27.6060"
299;"数码通电讯";"615.2430";"328.1170";"672.1020";"393.3990";"797.1500";"402.7270";"935.3790";"466.2890"
300;"东方海外国际";"-10.3200";"53.6060";"137.6560";"-56.6590";"-219.2210";"283.8510";"238.6320";"270.5380"
301;"中船防务";"43.9722";"-294.9821";"24.2371";"18.4107";"87.7966";"6.6044";"-187.0557";"37.0727"
302;"黄河实业";"38.7760";"-1.3570";"-4.8070";"8.3590";"-1.7130";"23.7140";"-6.6630";"-2.3570"
303;"金宝通";"126.4040";"53.6220";"126.4490";"42.0730";"32.4860";"97.7240";"76.3070";"18.3050"
304;"德永佳集团";"304.3280";"180.2420";"478.5250";"351.5250";"1050.6550";"400.1850";"773.2930";"392.3860"
305;"康师傅控股";"1306.4780";"712.0620";"1161.6990";"1819.0770";"1938.3170";"1405.5230";"452.9520";"700.2040"
306;"马鞍山钢铁股份";"5583.4464";"2739.8638";"1643.3965";"3428.5189";"1417.9611";"901.7468";"4128.9399";"1228.8924"
307;"中国星集团";"1075.0250";"-127.1840";"73.3120";"-335.6090";"-39.0860";"107.8710";"168.5280";"209.6650"
308;"百富环球";"258.4790";"407.5070";"264.9420";"600.9080";"310.5690";"620.7360";"309.0390";"391.8060"
309;"爱高集团";"-85.8080";"-36.5810";"73.8970";"46.3550";"506.0280";"71.3290";"114.2500";"-9.1810"
310;"东建国际";"-0.1920";"-19.3390";"-449.8970";"42.5840";"-171.7170";"33.3690";"64.7600";"321.6650"
311;"思捷环球";"-2554.0000";"-954.0000";"67.0000";"61.0000";"21.0000";"-238.0000";"-3696.0000";"47.0000"
312;"丰盛机电";"236.7840";"225.3960";"86.7800";"163.2110";"75.4250";"82.3000";"74.1260";"131.2000"
313;"元亨燃气";"142.0600";"59.0620";"-84.5910";"4.9570";"9.6760";"20.0590";"19.2510";"129.3590"
314;"黛丽斯国际";"12.8690";"19.8340";"5.3970";"1.7010";"18.6850";"32.2980";"34.1780";"37.0260"
315;"华显光电";"-11.8960";"115.7340";"67.1730";"91.1100";"-99.9850";"4.0100";"26.4090";"89.7170"
316;"美建集团";"163.6030";"36.5850";"518.3090";"225.8670";"34.5390";"494.9680";"315.4070";"28.5840"
317;"华宝国际";"1263.7970";"1065.4240";"473.9560";"456.8940";"1181.5620";"565.3400";"1986.5840";"984.0130"
318;"绿地香港";"331.8210";"227.0770";"1319.3080";"101.0210";"220.2400";"1112.5430";"87.6220";"107.6900"
319;"上海石化";"3551.2590";"1928.8520";"1771.5130";"6143.2220";"4101.4910";"2598.4990";"3148.6090";"1145.2370"
320;"核心经济投资";"-5.4121";"-6.5920";"-3.5732";"-13.0447";"-7.8665";"-19.7026";"-5.0561";"0.6451"
321;"潼关黄金";"107.4610";"-55.9170";"-74.0680";"-75.6630";"-21.1300";"-7.8950";"-25.7600";"630.4120"
322;"大家乐集团";"458.0550";"205.6570";"503.8270";"231.8570";"517.9820";"207.4040";"586.7730";"243.0990"
323;"新海能源";"337.6510";"835.6310";"401.7380";"749.3970";"434.4640";"756.6430";"453.0140";"900.2700"
324;"文化传信";"-58.0420";"-21.2120";"-46.1980";"-48.7530";"-58.0780";"-36.8490";"-115.6840";"-42.6520"
325;"维他奶国际";"585.7740";"396.8800";"618.3720";"459.9890";"530.6160";"309.5940";"372.0790";"221.8080"
326;"延长石油国际";"-24.9910";"-24.8520";"-65.2890";"-267.7220";"-64.4120";"-4544.2050";"-23.6480";"-4634.8170"
327;"鞍钢股份";"3499.0000";"1823.0000";"1069.0000";"1590.0000";"1616.0000";"5605.0000";"3285.0000";"977.0000"
328;"中国智能健康";"-186.1030";"-40.5000";"-241.9370";"-24.1590";"-81.3240";"-14.2970";"17.0370";"3.6930"
329;"亚洲能源物流";"-43.3640";"-62.0040";"-267.3850";"-164.7500";"-28.2940";"-297.8640";"-157.4140";"-184.8120"
330;"富阳";"-3.6650";"-5.6540";"-16.6440";"-4.2590";"-4.9240";"-5.4530";"-6.0450";"-4.1580"
331;"能源国际投资";"-14.7140";"-189.9710";"-187.1210";"-23.0330";"-59.0420";"-492.5680";"-673.6210";"-24.6240"
332;"中国软件国际";"358.7590";"245.4700";"565.5670";"442.0810";"280.0560";"236.2370";"139.6700";"200.0380"
333;"世纪城市";"120.1000";"381.2000";"105.3000";"-10.2000";"136.2000";"4.6000";"50.8000";"196.6000"
334;"鼎立资本";"-13.4827";"8.0351";"5.2070";"14.2964";"2.9311";"1.5827";"2.4466";"-3.7425"
335;"瑞港集团";"371.8416";"312.8616";"484.4402";"392.9422";"253.2982";"438.7711";"232.0360";"333.8685"
336;"江西铜业";"1327.1460";"973.5590";"765.9586";"837.4060";"1649.5880";"1580.6629";"988.2936";"541.2509"
337;"海升果汁";"-21.4450";"145.1250";"27.6590";"26.8250";"-1.4110";"32.6210";"23.0450";"3.2990"
338;"新焦点";"71.7540";"-315.4650";"1.5000";"-123.4590";"-0.0380";"-90.9670";"-15.2080";"-43.2230"
339;"顺龙控股";"-23.1440";"-31.9720";"-19.1430";"-144.0180";"-54.2900";"-91.0680";"8.2950";"-13.5520"
340;"中国天化工";"-199.3240";"140.9090";"-25.8150";"-421.6470";"68.4810";"-22.6450";"-248.5170";"-41.9240"
341;"上海实业控股";"1981.8600";"1616.3270";"3150.4720";"1537.9310";"2903.0300";"2826.7640";"1373.4970";"3069.0030"
342;"区块链集团";"-67.7540";"-70.2680";"-145.9350";"-972.7350";"-60.9040";"-826.6730";"-87.4810";"-819.1300"
343;"紫光控股";"-77.4370";"51.5690";"53.8360";"-440.7510";"-8.4360";"-603.1510";"2.5350";"5.6360"
344;"陆氏集团(越南)";"36.5750";"94.4170";"44.3540";"111.9740";"42.9920";"89.5800";"37.8620";"92.5260"
345;"庄士机构国际";"1297.1450";"1264.2790";"496.4430";"597.7590";"402.5150";"94.6620";"502.9520";"255.7480"
346;"中外运航运";"40.0180";"32.2710";"8.0060";"-40.2300";"-229.5790";"-66.3340";"-18.2770";"1.8620"
347;"永泰地产";"1035.5000";"1981.9000";"449.8000";"1146.5000";"300.2000";"1099.1000";"468.8000";"1943.6000"
348;"国华";"27.1380";"0.6610";"-10.5400";"24.5330";"-6.8170";"-48.6860";"142.1580";"-17.5380"
349;"北控水务集团";"2366.1160";"3717.2270";"1914.1250";"3227.0130";"1573.9150";"2455.3700";"1160.3730";"1794.4130"
350;"保德国际发展";"-36.8280";"-1293.9780";"150.6180";"-34.5990";"435.9180";"209.6980";"240.4880";"193.0280"
351;"联合集团";"1363.1000";"3235.9000";"1853.6000";"2983.2000";"3263.2000";"466.0000";"2046.0000";"1655.7000"
352;"四洲集团";"347.7030";"329.0990";"50.2740";"34.0720";"45.8270";"40.1180";"140.1850";"73.1210"
353;"YGM贸易";"151.0230";"-97.3350";"-39.6010";"-65.3570";"-87.8710";"-48.6330";"81.0950";"20.9380"
354;"云锋金融";"-186.2790";"-236.5540";"-379.0540";"-316.6880";"-152.4190";"-220.8480";"-52.1800";"758.8560"
355;"华君国际集团";"-931.0790";"22.7170";"5.8420";"21.8310";"27.0900";"-389.1300";"242.1900";"15.0670"
356;"五龙动力";"-1026.6530";"-206.1910";"-89.1970";"-139.6590";"-166.3710";"-1970.5120";"-1895.9100";"-48.6350"
357;"恒嘉融资租赁";"2.1970";"-42.6540";"-2.1650";"-4.5460";"29.8130";"3.4480";"61.7190";"27.6070"
358;"冠力国际";"17.4940";"74.9450";"44.4680";"50.5720";"15.1770";"21.7290";"34.0230";"13.5980"
359;"侨雄国际";"-37.7910";"-91.2890";"-29.8610";"-149.6520";"-147.4840";"-89.6650";"-26.1880";"-509.6060"
360;"中国医疗网络";"-137.1100";"-62.5440";"-71.8130";"123.8300";"-445.5810";"-783.1600";"228.4430";"-249.7400"
361;"中国燃气";"6095.1530";"4147.7320";"1691.7880";"3395.2060";"2273.1210";"1304.1320";"3371.0530";"1680.1200"
362;"建联集团";"79.9820";"95.2500";"176.7700";"209.9280";"74.2600";"169.0870";"77.3700";"142.3140"
363;"中国石油化工股份";"42386.0000";"27915.0000";"19306.0000";"51244.0000";"39404.0000";"30107.0000";"17199.0000";"32512.0000"
364;"力丰(集团)";"17.2430";"28.0310";"14.8860";"23.6730";"15.4780";"21.4580";"13.1750";"22.5650"
365;"香港交易所";"5041.0000";"2562.0000";"7404.0000";"5526.0000";"3493.0000";"1716.0000";"5769.0000";"4528.0000"
366;"通天酒业";"18.2110";"-39.5530";"-39.5920";"13.2900";"-93.2910";"9.5810";"9.6040";"-658.9680"
367;"中国中铁";"9552.0000";"7707.0000";"2622.5830";"3197.4260";"16067.0000";"11035.7980";"9245.4030";"5463.0000"
368;"美亚娱乐资讯";"-49.1590";"-29.9280";"-82.2590";"-11.6330";"-9.5870";"-66.1880";"-39.3380";"-9.7920"
369;"北京控股";"4267.3780";"6880.3780";"3776.3780";"6235.8830";"3423.3380";"5667.3780";"3103.7780";"4831.6780"
370;"旭日企业";"38.6200";"38.5750";"88.6690";"88.3200";"38.4730";"88.1520";"37.7320";"119.4050"
371;"中国智能集团";"-9.9110";"-146.7620";"15.7380";"-18.1890";"26.3940";"-128.0580";"-163.9440";"-51.8100"
372;"兴利(香港)控股";"2.2480";"9.1740";"4.1820";"10.5700";"5.8280";"16.7130";"14.6990";"28.1200"
373;"权威金融";"-202.5590";"-684.2370";"-922.6610";"-140.4880";"-926.7170";"-191.8380";"255.3980";"465.1940"
374;"东方表行集团";"138.7630";"46.0340";"16.3830";"4.3450";"-15.5280";"2.6470";"4.5080";"11.0590"
375;"领航医药生物科技";"-231.0480";"-146.6700";"-169.7880";"-73.2900";"-236.8650";"-87.4550";"-451.6840";"-348.9900"
376;"科通芯城";"238.9840";"270.4640";"302.0250";"478.7990";"342.8750";"203.4400";"166.2190";"194.1180"
377;"万嘉集团";"-55.5860";"-28.3210";"-25.7920";"-18.0840";"-12.1450";"-2.9530";"-13.8020";"-11.1930"
378;"天下图控股";"-633.4920";"-249.6830";"-38.9150";"-509.5730";"-135.5060";"1.4710";"-357.1980";"-94.5060"
379;"星光集团";"-54.4360";"9.5740";"-9.1840";"68.1120";"12.1900";"28.0420";"2.6510";"18.6770"
380;"新昌集团控股";"-704.9730";"-774.3820";"-1086.7260";"378.4730";"2445.8370";"-2733.5000";"2072.6550";"387.5580"
381;"有利集团";"52.5350";"19.0070";"-29.7980";"-21.2240";"-159.3470";"-69.0970";"76.0640";"47.1130"
382;"叶氏化工集团";"87.2600";"170.5600";"53.6280";"169.3430";"56.3890";"47.8470";"82.7950";"223.1820"
383;"SOHO中国";"1093.4200";"4733.4810";"3981.9520";"910.2320";"599.1120";"537.6320";"134.5280";"4079.8310"
384;"南顺(香港)";"326.3790";"186.1850";"273.0510";"165.9150";"202.0130";"108.9860";"114.4700";"72.5320"
385;"中国山东高速金融";"671.3300";"-240.0730";"71.6960";"159.3560";"-550.7430";"-361.3500";"-128.7270";"82.2680"
386;"南华集团控股";"10.2460";"229.8720";"152.1420";"25.4480";"42.6050";"156.7490";"152.7410";"198.9030"
387;"锦州银行";"4229.5740";"8976.9900";"3990.7970";"8129.5900";"3793.5410";"1434.1860";"4898.7610";"2115.7150"
388;"谢瑞麟";"49.4190";"23.1770";"46.5730";"17.4740";"11.7390";"23.6230";"15.4570";"39.7580"
389;"方正控股";"-8.2120";"1.4420";"89.8360";"40.2350";"-2.1130";"7.3820";"-38.5380";"6.3810"
390;"华谊腾讯娱乐";"-24.0300";"-73.3010";"-103.6690";"-139.5060";"-493.6700";"-58.6010";"26.2390";"55.1780"
391;"福田实业";"63.7540";"156.8460";"68.8690";"127.9030";"68.0200";"99.8600";"26.9850";"90.5900"
392;"越南制造加工出口";"-5.5843";"-2.2392";"-9.3322";"-3.4618";"-2.4297";"-1.2816";"-0.7471";"-0.1305"
393;"经济日报集团";"71.2570";"36.0220";"28.7590";"24.8430";"57.4820";"28.1050";"45.3770";"23.2320"
394;"敏实集团";"985.7740";"2025.2540";"1053.2710";"1719.1410";"812.7180";"1271.6770";"622.1620";"1117.6050"
395;"万华媒体";"-5.3700";"-20.5500";"-16.6050";"-7.7110";"-62.0190";"-8.7930";"-4.6070";"-15.6050"
396;"中国天弓控股";"-37.4540";"-205.5080";"-129.2930";"-194.9590";"316.2860";"-125.6650";"156.3568";"-36.5694"
397;"东方网库";"-31.7560";"200.9190";"90.5500";"63.1890";"-21.8260";"-20.7450";"67.9030";"126.4870"
398;"大中华金融";"-51.4470";"-970.5500";"26.0200";"60.9660";"-777.4710";"-19.5750";"116.1300";"112.4900"
399;"盈大地产";"-198.0000";"-148.0000";"-340.0000";"-184.0000";"-364.0000";"-81.0000";"-112.0000";"1491.0000"
400;"北方矿业";"-92.3420";"-54.7360";"-145.7740";"-324.4250";"-2.2240";"-436.2200";"-8.1680";"-165.1890"
401;"博雅互动";"153.7780";"141.3690";"82.0220";"243.2450";"211.2710";"208.0540";"67.4410";"197.5690"
402;"新宇环保";"38.3500";"83.5770";"61.9470";"46.8400";"42.4900";"15.0180";"44.3360";"36.4670"
403;"彩虹新能源";"202.0296";"29.6440";"123.7040";"105.7120";"643.9960";"32.7510";"958.7400";"-226.3520"
404;"光启科学";"-162.8670";"445.6430";"664.3150";"66.0510";"105.5290";"30.0120";"-65.0940";"-153.5350"
405;"大新金融";"1040.7770";"5404.7740";"4844.3420";"913.8810";"1891.8170";"1947.4670";"1073.8840";"1726.8870"
406;"海福德集团";"-37.2970";"-6.2810";"-9.1540";"-6.3730";"-13.5020";"20.3420";"22.6980";"-15.1610"
407;"SINCEREWATCH HK";"-59.9720";"-51.9550";"-158.9350";"-116.3560";"-143.4910";"-59.7490";"40.2320";"25.6830"
408;"中集天达";"58.4510";"-10.6740";"17.7520";"3.0970";"18.6110";"17.2860";"16.6530";"-503.8540"
409;"志高控股";"-64.7960";"29.7920";"28.4810";"57.0360";"30.2390";"-690.4730";"-29.2690";"-81.0390"
410;"鸿兴印刷集团";"-34.8810";"1050.4830";"14.4030";"37.7850";"-21.6450";"38.1990";"10.9270";"7.9140"
411;"协鑫新能源";"345.2410";"841.4390";"130.3860";"480.8310";"167.0250";"-15.2290";"-89.3970";"90.1560"
412;"天大药业";"10.0078";"12.4423";"11.5255";"2.6362";"2.7934";"6.5686";"-17.9419";"-8.9263"
413;"新城市建设发展";"-14.7500";"23.2740";"0.7440";"1.2940";"-0.2330";"3.7150";"4.8770";"32.9640"
414;"联亚集团";"-84.1790";"-64.1800";"-74.6150";"-84.0910";"-103.9150";"-45.6690";"-87.1620";"148.2770"
